ID,Flybase,Accession,Gene Name,logFC,logCPM,LR,PValue,fdr,Up-regulated in
GB50795,FBgn0261953,XM_006561096.1," PREDICTED: Apis mellifera AP-2 protein (AP-2), mRNA",0.746048586,5.908480373,10.22077431,0.001388675,0.013333153,Sterile
GB52955,FBgn0051559,XM_394633.5," PREDICTED: Apis mellifera glutaredoxin-like 1 (Grx-like1), mRNA",0.747061085,5.729726001,20.14564686,7.18E-06,0.000287735,Sterile
GB49021,FBgn0034030,NM_001174141.1," Apis mellifera cuticular protein (LOC724464), mRNA",0.747335799,1.975635213,9.538805672,0.002011726,0.017579177,Sterile
GB43974,#N/A,XR_407689.1," PREDICTED: Apis mellifera uncharacterized LOC102656011 (LOC102656011), transcript variant X12, ncRNA",0.748657229,-0.89612784,6.759813546,0.00932335,0.049886489,Sterile
GB55154,#N/A,XR_408151.1," PREDICTED: Apis mellifera uncharacterized LOC102656737 (LOC102656737), transcript variant X1, ncRNA",0.748691347,1.012429228,10.5954782,0.001133646,0.011522997,Sterile
GB41289,FBgn0033872,XM_395132.5," PREDICTED: Apis mellifera uncharacterized LOC411664 (LOC411664), transcript variant X2, mRNA",0.749086056,3.017716164,15.91515033,6.62E-05,0.00146266,Sterile
GB44002,#N/A,XM_393523.5," PREDICTED: Apis mellifera fibril-forming collagen alpha chain-like (LOC410038), mRNA",0.749138621,3.407380465,17.01912914,3.70E-05,0.000943506,Sterile
GB50874,FBgn0011236,XM_006566218.1," PREDICTED: Apis mellifera transcription factor Ken (ken), mRNA",0.749359566,7.20301103,15.14259481,9.97E-05,0.001962263,Sterile
GB41821,FBgn0028646,XM_006564544.1," PREDICTED: Apis mellifera calcium-binding mitochondrial carrier protein Aralar1 (aralar1), transcript variant X4, mRNA",0.749710955,8.31535426,9.08313936,0.002579768,0.020918974,Sterile
GB54819,#N/A,XM_003252002.2," PREDICTED: Apis mellifera dystroglycan-like (LOC100576978), mRNA",0.750721062,5.81787952,21.73683515,3.13E-06,0.000157358,Sterile
GB40687,#N/A,XM_006562235.1," PREDICTED: Apis mellifera uncharacterized LOC409108 (LOC409108), transcript variant X4, mRNA",0.750773359,2.594655985,10.31459931,0.001319819,0.012823515,Sterile
GB47470,FBgn0001075,XM_006570867.1," PREDICTED: Apis mellifera cadherin-related tumor suppressor fat (ft), mRNA",0.751740557,4.87413069,9.83142251,0.001715556,0.015676243,Sterile
GB53367,FBgn0031109,NM_001011588.1," Apis mellifera odorant binding protein 5 (Obp5), mRNA",0.752552989,1.727530745,7.385216567,0.006576215,0.039374375,Sterile
GB51844,FBgn0035969,XM_006564955.1," PREDICTED: Apis mellifera neurotransmitter transporter 10 (NT-10), transcript variant X1, mRNA",0.753568673,3.672068381,12.36454185,0.000437565,0.005932005,Sterile
GB53887,#N/A,XM_006570570.1," PREDICTED: Apis mellifera protein G12-like (LOC102654405), mRNA",0.754041837,4.75496284,7.558353589,0.005973254,0.036778591,Sterile
GB40266,#N/A,XM_006557305.1," PREDICTED: Apis mellifera transcriptional activator protein Pur-alpha-like (LOC726399), transcript variant X4, mRNA",0.754957218,5.429478357,23.74782376,1.10E-06,7.48E-05,Sterile
GB51527,#N/A,XM_006560498.1," PREDICTED: Apis mellifera uncharacterized LOC413858 (LOC413858), transcript variant X3, mRNA",0.755335593,2.631096148,8.007213292,0.004659138,0.031103529,Sterile
GB50671,#N/A,XM_006559337.1," PREDICTED: Apis mellifera uncharacterized LOC410428 (LOC410428), partial mRNA",0.755555208,1.828901347,8.095285554,0.004438055,0.030147822,Sterile
GB55875,FBgn0039673,XM_394888.5," PREDICTED: Apis mellifera WD repeat-containing protein 69-like (LOC411414), transcript variant X2, mRNA",0.755594152,2.74172243,10.36884856,0.001281595,0.012548396,Sterile
GB46720,FBgn0028743,XM_006562117.1," PREDICTED: Apis mellifera uncharacterized LOC726284 (LOC726284), transcript variant X2, mRNA",0.756735603,3.4095965,12.6231859,0.000380991,0.005436226,Sterile
GB54142,#N/A,XM_006562948.1," PREDICTED: Apis mellifera uncharacterized LOC410514 (LOC410514), mRNA",0.757382039,3.979548944,8.161767171,0.004278266,0.029533803,Sterile
GB47934,#N/A,NM_001011562.1," Apis mellifera worker-enriched antennal transcript (Wat), mRNA",0.758622046,5.915384684,7.744748573,0.005386896,0.034394652,Sterile
GB45054,#N/A,XM_006566322.1," PREDICTED: Apis mellifera whirlin-like (LOC410320), transcript variant X1, mRNA",0.759366398,3.193838557,10.22880304,0.001382644,0.013294241,Sterile
GB47693,#N/A,NM_001077823.2," Apis mellifera globin 1 (Glob1), mRNA",0.7599367,8.441049975,7.106833684,0.007679063,0.044100923,Sterile
GB43802,#N/A,XM_006562332.1," PREDICTED: Apis mellifera mannosyl-oligosaccharide alpha-1,2-mannosidase isoform A-like (LOC726410), transcript variant X7, mRNA",0.76013953,5.951421959,14.21124973,0.000163391,0.002887077,Sterile
GB40772,#N/A,XM_006563223.1," PREDICTED: Apis mellifera uncharacterized protein C5orf4 homolog (LOC409360), transcript variant X2, mRNA",0.760257671,5.247399274,6.96566127,0.008308872,0.04645387,Sterile
GB50442,#N/A,XM_006562614.1," PREDICTED: Apis mellifera uncharacterized LOC100577562 (LOC100577562), transcript variant X2, mRNA",0.760279115,0.209269523,7.606656048,0.005815323,0.036111154,Sterile
GB45141,#N/A,XM_003250795.2," PREDICTED: Apis mellifera junctophilin-1-like (LOC552577), transcript variant X1, mRNA",0.760569858,8.005741712,10.8022601,0.001013763,0.010631563,Sterile
GB48790,FBgn0031010,XM_006569159.1," PREDICTED: Apis mellifera monocarboxylate transporter 9-like (LOC408272), transcript variant X2, mRNA",0.761178924,5.269728207,8.48987795,0.003571278,0.026357035,Sterile
GB52891,#N/A,XM_006558936.1," PREDICTED: Apis mellifera uncharacterized LOC410299 (LOC410299), transcript variant X5, mRNA",0.762612647,-0.468538566,9.069732899,0.00259875,0.021028013,Sterile
GB42294,#N/A,XR_412229.1," PREDICTED: Apis mellifera uncharacterized LOC102655730 (LOC102655730), ncRNA",0.762671239,1.394604314,8.463539209,0.003623361,0.026559428,Sterile
GB45966,FBgn0041092,XM_006563117.1," PREDICTED: Apis mellifera uncharacterized LOC410637 (LOC410637), transcript variant X5, mRNA",0.763030407,3.661570402,11.66022548,0.000638506,0.00777432,Sterile
GB51268,#N/A,XR_408355.1," PREDICTED: Apis mellifera uncharacterized LOC102655079 (LOC102655079), ncRNA",0.763393923,0.185988786,7.239304011,0.007132462,0.041670472,Sterile
GB41000,FBgn0016754,XM_006565424.1," PREDICTED: Apis mellifera uncharacterized LOC408801 (LOC408801), transcript variant X1, mRNA",0.763483087,6.978015989,10.84349757,0.000991433,0.01045511,Sterile
GB41817,#N/A,XR_409988.1," PREDICTED: Apis mellifera uncharacterized LOC102655699 (LOC102655699), transcript variant X5, ncRNA",0.763812826,0.398905467,7.196814348,0.007303311,0.042440198,Sterile
GB43019,#N/A,#N/A,#N/A,0.764578959,1.294028555,9.093420935,0.002565306,0.020843603,Sterile
GB55874,#N/A,XR_409030.1," PREDICTED: Apis mellifera uncharacterized LOC100577407 (LOC100577407), transcript variant X4, ncRNA",0.765056584,6.496058737,9.821122681,0.00172519,0.015717019,Sterile
GB43054,FBgn0261259,XM_006560727.1," PREDICTED: Apis mellifera jazigo (LOC409786), transcript variant X1, mRNA",0.765916461,10.88539918,7.720984954,0.005458261,0.034733557,Sterile
GB51479,FBgn0032156,XM_006560488.1," PREDICTED: Apis mellifera uncharacterized LOC410091 (LOC410091), transcript variant X3, mRNA",0.766060523,6.849103922,14.08117646,0.000175087,0.003037263,Sterile
GB46966,#N/A,XM_003252002.2," PREDICTED: Apis mellifera dystroglycan-like (LOC100576978), mRNA",0.766509291,6.068500922,22.68941637,1.90E-06,0.000114369,Sterile
GB49952,#N/A,XM_006563681.1," PREDICTED: Apis mellifera dynein, axonemal, heavy chain 3 (DNAH3), mRNA",0.766645575,3.689725438,11.6822573,0.000630989,0.007701617,Sterile
GB49730,#N/A,XM_006570999.1," PREDICTED: Apis mellifera uncharacterized LOC413562 (LOC413562), transcript variant X2, mRNA",0.767353323,3.887222064,10.06622983,0.001510117,0.014244409,Sterile
GB54161,#N/A,#N/A,#N/A,0.767958897,3.752700785,10.33190404,0.001307503,0.012760956,Sterile
GB48055,FBgn0029843,XM_006568054.1," PREDICTED: Apis mellifera neprilysin 1 (Nep1), transcript variant X1, mRNA",0.769451109,4.258934164,8.353910683,0.003848581,0.027508485,Sterile
GB50974,#N/A,XM_006566035.1," PREDICTED: Apis mellifera uncharacterized LOC410204 (LOC410204), mRNA",0.770861624,7.904232312,12.34044199,0.00044325,0.005971813,Sterile
GB50835,#N/A,#N/A,#N/A,0.771406534,0.019451378,8.421166731,0.003708777,0.026888635,Sterile
GB50911,FBgn0051760,XM_006566164.1," PREDICTED: Apis mellifera probable G-protein coupled receptor CG31760-like (LOC100577004), transcript variant X4, mRNA",0.771422507,3.183241233,7.694387165,0.005539281,0.034960641,Sterile
GB53711,#N/A,XM_006563936.1," PREDICTED: Apis mellifera putative phospholipase B-like lamina ancestor-like (LOC410007), transcript variant X1, mRNA",0.771520665,4.965095721,8.456675256,0.003637061,0.026594196,Sterile
GB41732,FBgn0032287,XM_394029.4," PREDICTED: Apis mellifera aminomethyltransferase, mitochondrial-like (LOC410550), mRNA",0.771818815,6.379791604,7.980860643,0.004727446,0.031421036,Sterile
GB47728,#N/A,XM_006558577.1," PREDICTED: Apis mellifera uncharacterized LOC409327 (LOC409327), transcript variant X2, mRNA",0.772181707,2.512705478,12.19217518,0.000479904,0.006352456,Sterile
GB43541,#N/A,XM_006560173.1," PREDICTED: Apis mellifera glutamate-gated chloride channel (GluCl), transcript variant X6, mRNA",0.773145534,3.842060777,14.29259111,0.00015648,0.002800337,Sterile
GB44613,#N/A,#N/A,#N/A,0.773447211,8.186681325,11.23171898,0.000804111,0.009084963,Sterile
GB44296,FBgn0040281,XM_006568329.1," PREDICTED: Apis mellifera APP-like protein interacting protein 1 (Aplip1), transcript variant X1, mRNA",0.774887332,5.433889096,8.363363751,0.003828612,0.027437148,Sterile
GB51442,#N/A,#N/A,#N/A,0.775557709,2.459206977,7.087048435,0.007764302,0.044405845,Sterile
GB43911,#N/A,XM_006563817.1," PREDICTED: Apis mellifera plasma membrane calcium ATPase (PMCA), transcript variant X3, mRNA",0.775835478,3.958263184,16.2029386,5.69E-05,0.001304284,Sterile
GB43710,#N/A,XM_006562302.1," PREDICTED: Apis mellifera cytochrome P450 9e2-like (LOC102656882), mRNA",0.778114691,2.327883875,16.56352165,4.70E-05,0.001140241,Sterile
GB51760,FBgn0000406,XM_006569839.1," PREDICTED: Apis mellifera yellow-b (Y-b), mRNA",0.778569935,9.974615363,7.957340011,0.004789275,0.031656294,Sterile
GB41923,#N/A,XM_624742.3," PREDICTED: Apis mellifera bumetanide-sensitive sodium-(potassium)-chloride cotransporter-like (LOC552368), partial mRNA",0.778756833,2.00858755,15.29479761,9.20E-05,0.001858468,Sterile
GB43033,#N/A,XM_006572319.1," PREDICTED: Apis mellifera uncharacterized LOC100578349 (LOC100578349), transcript variant X2, mRNA",0.779094865,3.514113836,6.927147779,0.008489697,0.047032243,Sterile
GB40132,#N/A,XM_006560373.1," PREDICTED: Apis mellifera blistery (by), transcript variant X14, mRNA",0.779399909,7.009259549,9.530293764,0.002021078,0.01760017,Sterile
GB53274,#N/A,#N/A,#N/A,0.780456335,1.586625626,9.684332287,0.001858459,0.016602672,Sterile
GB51845,#N/A,XM_006564957.1," PREDICTED: Apis mellifera sodium-dependent nutrient amino acid transporter 1-like (LOC102654427), mRNA",0.780593996,2.13013394,7.316251839,0.006833378,0.040546667,Sterile
GB44500,#N/A,XM_006567727.1," PREDICTED: Apis mellifera uncharacterized LOC409060 (LOC409060), transcript variant X3, mRNA",0.78060295,8.691099828,11.50289543,0.000694879,0.008236642,Sterile
GB45497,#N/A,XM_006571270.1," PREDICTED: Apis mellifera receptor associated protein RIC-3 (Ric-3), transcript variant X2, mRNA",0.781246617,5.325459443,9.151175299,0.002485584,0.020370584,Sterile
GB55325,#N/A,XM_006571055.1," PREDICTED: Apis mellifera uncharacterized LOC408583 (LOC408583), transcript variant X22, mRNA",0.781992451,7.29260918,11.49793591,0.000696735,0.008252212,Sterile
GB54274,#N/A,XM_006564457.1," PREDICTED: Apis mellifera uncharacterized LOC410001 (LOC410001), transcript variant X1, mRNA",0.782330291,-0.470339895,8.636073176,0.00329571,0.024928629,Sterile
GB40370,#N/A,XR_408434.1," PREDICTED: Apis mellifera uncharacterized LOC100578607 (LOC100578607), transcript variant X3, ncRNA",0.782380387,1.574479505,6.769681123,0.00927194,0.049646371,Sterile
GB48633,#N/A,XR_410060.1," PREDICTED: Apis mellifera synaptotagmin 14 (Syt14), transcript variant X3, misc_RNA",0.782665366,1.250526955,8.334753863,0.003889375,0.027734837,Sterile
GB42924,FBgn0038312,XM_395905.4," PREDICTED: Apis mellifera zinc transporter ZIP3-like (LOC412448), mRNA",0.784161895,3.99287339,12.24976492,0.000465317,0.006208037,Sterile
GB44093,#N/A,XM_006567131.1," PREDICTED: Apis mellifera no mechanoreceptor potential C (NompC), transcript variant X2, mRNA",0.785817386,3.574580976,18.64433919,1.58E-05,0.000508192,Sterile
GB46564,#N/A,XM_006565946.1," PREDICTED: Apis mellifera ankyrin (Ank), mRNA",0.786151231,11.63249991,8.624558849,0.003316608,0.02501528,Sterile
GB47399,FBgn0000492,XM_001120268.3," PREDICTED: Apis mellifera muscle segmentation homeobox-like protein (LOC724412), transcript variant X1, mRNA",0.787165765,5.842539548,8.802223737,0.003008636,0.02332614,Sterile
GB44092,FBgn0016920,XM_006567130.1," PREDICTED: Apis mellifera no mechanoreceptor potential C (NompC), transcript variant X1, mRNA",0.7874033,3.277615736,16.32383288,5.34E-05,0.001256018,Sterile
GB55604,#N/A,XM_003251241.2," PREDICTED: Apis mellifera uncharacterized LOC725144 (LOC725144), transcript variant X2, mRNA",0.787586184,3.242423751,9.84056261,0.001707053,0.015626731,Sterile
GB55526,#N/A,XM_392189.5," PREDICTED: Apis mellifera uncharacterized LOC408649 (LOC408649), transcript variant X2, mRNA",0.788261354,5.071090414,17.80487273,2.45E-05,0.000695312,Sterile
GB55386,#N/A,XM_006568966.1," PREDICTED: Apis mellifera AF4/FMR2 family member 4-like (LOC100577139), transcript variant X4, mRNA",0.788647057,3.514291692,8.892945469,0.002862745,0.022505059,Sterile
GB47256,#N/A,#N/A,#N/A,0.788784817,3.471166167,8.521182507,0.003510363,0.026033909,Sterile
GB42618,#N/A,XM_006561804.1," PREDICTED: Apis mellifera putative uncharacterized protein DDB_G0271606-like (LOC102653673), mRNA",0.788822913,1.915003869,6.774433533,0.009247284,0.049582061,Sterile
GB40625,FBgn0004575,XM_006562252.1," PREDICTED: Apis mellifera synapsin (Syn), transcript variant X1, mRNA",0.789586189,3.63085045,10.98845918,0.00091681,0.009887754,Sterile
GB42547,#N/A,#N/A,#N/A,0.78981617,1.302545316,7.300219135,0.00689462,0.040759809,Sterile
GB47582,#N/A,#N/A,#N/A,0.789974466,3.045118686,7.95426818,0.00479741,0.031682507,Sterile
GB42865,FBgn0036732,XR_409190.1," PREDICTED: Apis mellifera solute carrier organic anion transporter family member 3A1-like (LOC100577409), transcript variant X3, misc_RNA",0.790243337,7.702252277,13.48279075,0.000240761,0.003819009,Sterile
GB54203,#N/A,XM_006563033.1," PREDICTED: Apis mellifera uncharacterized LOC409300 (LOC409300), transcript variant X2, mRNA",0.790381373,7.63218095,12.97443274,0.000315774,0.004718284,Sterile
GB49732,FBgn0262562,XM_006571000.1," PREDICTED: Apis mellifera uncharacterized LOC413562 (LOC413562), transcript variant X3, mRNA",0.791482961,3.638476808,16.23575497,5.59E-05,0.001290004,Sterile
GB53512,FBgn0003651,XM_006570565.1," PREDICTED: Apis mellifera seven up (SVP), partial mRNA",0.791913857,9.055255056,7.611383765,0.005800096,0.036077877,Sterile
GB46076,FBgn0052647,XM_006562471.1," PREDICTED: Apis mellifera integral membrane protein DGCR2/IDD-like (LOC725417), transcript variant X4, mRNA",0.792442555,2.244349283,11.11920584,0.000854384,0.009468251,Sterile
GB45842,#N/A,XM_006568562.1," PREDICTED: Apis mellifera uncharacterized LOC725776 (LOC725776), transcript variant X2, mRNA",0.793722645,1.859820051,10.44191623,0.001231874,0.012195152,Sterile
GB50506,#N/A,XM_006561046.1," PREDICTED: Apis mellifera angiotensin-converting enzyme-like (LOC408536), transcript variant X1, mRNA",0.794797249,5.557367467,12.17620952,0.000484029,0.006384256,Sterile
GB52741,#N/A,XM_006564817.1," PREDICTED: Apis mellifera RING finger protein 207-like (LOC726670), transcript variant X3, mRNA",0.796666228,4.603245241,13.79582991,0.000203788,0.003380746,Sterile
GB47056,#N/A,XM_006568466.1," PREDICTED: Apis mellifera uncharacterized LOC410918 (LOC410918), transcript variant X7, mRNA",0.796811998,2.891362293,13.43930411,0.000246407,0.003871012,Sterile
GB53862,FBgn0038818,XM_006562753.1," PREDICTED: Apis mellifera neprilysin 4 (Nep4), mRNA",0.797808728,3.987411547,15.78780623,7.09E-05,0.001536025,Sterile
GB45220,FBgn0036144,XM_006566581.1," PREDICTED: Apis mellifera galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase P (GlcAT-P), transcript variant X1, mRNA",0.798211551,5.058938707,18.38873859,1.80E-05,0.00055947,Sterile
GB43298,#N/A,XM_006562558.1," PREDICTED: Apis mellifera uncharacterized LOC725019 (LOC725019), transcript variant X1, mRNA",0.798232852,0.257781123,7.702205007,0.005515341,0.0349213,Sterile
GB50780,#N/A,XM_006561089.1," PREDICTED: Apis mellifera igloo (igl), transcript variant X3, mRNA",0.798696751,7.095336999,10.25467315,0.001363388,0.013154312,Sterile
GB55815,#N/A,#N/A,#N/A,0.800569791,0.352436923,8.07656797,0.004484129,0.030380361,Sterile
GB44493,#N/A,XM_006567746.1," PREDICTED: Apis mellifera glucosinolate sulphatase (LOC551758), mRNA",0.800717102,6.25865564,10.48608387,0.00120277,0.011985114,Sterile
GB42889,FBgn0039478,XM_001120510.3," PREDICTED: Apis mellifera neprilysin 5 (Nep5), transcript variant X1, mRNA",0.801212307,2.352321565,8.677625407,0.003221404,0.024500732,Sterile
GB41782,FBgn0037801,XM_006564697.1," PREDICTED: Apis mellifera glycine dehydrogenase [decarboxylating], mitochondrial-like (LOC100577053), mRNA",0.801243762,5.979755147,8.574505504,0.003409025,0.025581999,Sterile
GB50466,FBgn0032431,XM_003250108.2," PREDICTED: Apis mellifera uncharacterized LOC100576361 (LOC100576361), mRNA",0.801854121,-0.116700506,10.42992496,0.001239898,0.012250642,Sterile
GB42304,FBgn0001319,XM_006571727.1," PREDICTED: Apis mellifera transcription factor collier (collier), transcript variant X1, mRNA",0.802123626,6.288944534,7.102526523,0.007697537,0.044173632,Sterile
GB48539,FBgn0259678,XM_396640.5," PREDICTED: Apis mellifera calcium-dependent protein kinase 4-like (LOC413190), mRNA",0.80225075,6.02560065,16.66785826,4.45E-05,0.001091394,Sterile
GB48056,#N/A,XM_006568055.1," PREDICTED: Apis mellifera neprilysin 1 (Nep1), transcript variant X2, mRNA",0.802379576,1.145137167,7.166939317,0.007425937,0.042988393,Sterile
GB47929,#N/A,XM_003250087.2," PREDICTED: Apis mellifera protein amnionless-like (LOC100577135), mRNA",0.802886106,4.829751613,9.899839154,0.001652932,0.015300324,Sterile
GB50091,FBgn0003499,XM_001122050.3," PREDICTED: Apis mellifera uncharacterized LOC726302 (LOC726302), transcript variant X1, mRNA",0.80352761,6.20432552,13.82937125,0.000200182,0.003342825,Sterile
GB55032,#N/A,XM_392355.5," PREDICTED: Apis mellifera homeobox protein prospero (Pros), transcript variant X2, mRNA",0.804673798,4.424675249,11.05316109,0.000885361,0.009616832,Sterile
GB40012,FBgn0031702,XM_623675.4," PREDICTED: Apis mellifera fuseless (fusl), transcript variant 2, mRNA",0.804836947,2.469355219,16.25912578,5.52E-05,0.00128441,Sterile
GB52756,FBgn0259101,XM_006564806.1," PREDICTED: Apis mellifera apyrase (LOC408474), transcript variant X2, mRNA",0.805014842,4.371709835,11.25541214,0.000793912,0.009039761,Sterile
GB53751,#N/A,XM_006564003.1," PREDICTED: Apis mellifera uncharacterized LOC726130 (LOC726130), mRNA",0.805127615,2.994738277,13.56372092,0.0002306,0.003694848,Sterile
GB52014,#N/A,XM_391942.5," PREDICTED: Apis mellifera collagen alpha-1(XI) chain-like (LOC408394), transcript variant 1, mRNA",0.806060255,1.272451638,9.69471442,0.001847988,0.016536365,Sterile
GB48343,FBgn0260004,XM_397430.5," PREDICTED: Apis mellifera scavenger receptor class B, type 7 (SCR-B7), transcript variant X3, mRNA",0.807118149,6.108208299,13.18024907,0.000282915,0.004325129,Sterile
GB41862,FBgn0259680,XM_006564545.1," PREDICTED: Apis mellifera protein kinase C delta (Pkcdelta), transcript variant X1, mRNA",0.807545799,5.328866024,22.18189533,2.48E-06,0.000135076,Sterile
GB52145,#N/A,XM_006561298.1," PREDICTED: Apis mellifera uncharacterized LOC725964 (LOC725964), transcript variant X2, mRNA",0.807550706,4.195957703,8.378485651,0.003796887,0.027344781,Sterile
GB55483,FBgn0005666,XM_006568755.1," PREDICTED: Apis mellifera immunoglobulin-like and fibronectin type III domain containing 2 (IGFn3-2), mRNA",0.807971537,10.37072844,9.229615762,0.002381316,0.019784844,Sterile
GB53253,#N/A,XM_001121365.3," PREDICTED: Apis mellifera LIM/homeobox protein Awh-like (LOC725532), transcript variant X1, mRNA",0.808730668,2.895966942,7.931700838,0.004857611,0.031886075,Sterile
GB45090,#N/A,#N/A,#N/A,0.808741621,-0.295547348,7.284503101,0.006955197,0.04099735,Sterile
GB53503,#N/A,XM_003250399.2," PREDICTED: Apis mellifera uncharacterized LOC100576392 (LOC100576392), mRNA",0.808840231,8.067472344,13.156256,0.000286561,0.004363269,Sterile
GB49275,FBgn0038837,XM_006571428.1," PREDICTED: Apis mellifera glutamate receptor ionotropic, kainate 2-like (LOC102653800), transcript variant X2, mRNA",0.809914434,5.390110385,11.22280153,0.000807984,0.009108405,Sterile
GB53493,#N/A,XM_001119931.3," PREDICTED: Apis mellifera uncharacterized LOC724178 (LOC724178), mRNA",0.81015494,3.987570615,11.76478201,0.00060362,0.007463468,Sterile
GB49289,#N/A,XM_006571452.1," PREDICTED: Apis mellifera cytosolic carboxypeptidase 1-like (LOC551792), transcript variant X13, mRNA",0.810168001,3.829572193,8.812789944,0.002991263,0.023226997,Sterile
GB47503,FBgn0037146,XM_396399.4," PREDICTED: Apis mellifera delta-1-pyrroline-5-carboxylate synthase-like (LOC412948), transcript variant X3, mRNA",0.810291225,8.394425641,9.226046732,0.002385963,0.019812615,Sterile
GB55347,#N/A,XM_006569107.1," PREDICTED: Apis mellifera ensconsin (ens), transcript variant X13, mRNA",0.811237765,2.619341467,11.3565721,0.000751815,0.008706069,Sterile
GB52467,#N/A,XM_392231.5," PREDICTED: Apis mellifera uncharacterized LOC408695 (LOC408695), mRNA",0.811343312,6.229574051,8.571143393,0.003415326,0.025616631,Sterile
GB55850,#N/A,XR_408928.1," PREDICTED: Apis mellifera uncharacterized LOC100576234 (LOC100576234), transcript variant X3, misc_RNA",0.811463057,0.281673802,7.15974345,0.007455786,0.043096637,Sterile
GB53385,FBgn0034371,XM_006567349.1," PREDICTED: Apis mellifera protein N-terminal asparagine amidohydrolase-like (LOC412885), transcript variant X8, mRNA",0.811485387,8.608498192,8.142931618,0.004322934,0.029715002,Sterile
GB40566,FBgn0035281,NM_001270822.1," Apis mellifera cuticular protein 6 (CPR6), mRNA",0.811704494,3.688612145,10.02296985,0.001546,0.014528765,Sterile
GB45714,#N/A,NM_001242432.1," Apis mellifera transglutaminase (Tg), mRNA",0.811906666,6.626693771,7.134798429,0.007560214,0.043467655,Sterile
GB52304,#N/A,XM_006557911.1," PREDICTED: Apis mellifera uncharacterized LOC408822 (LOC408822), mRNA",0.812367134,4.760551436,19.06880178,1.26E-05,0.000426738,Sterile
GB46127,#N/A,#N/A,#N/A,0.812648142,1.177069112,7.577474186,0.00591022,0.036553399,Sterile
GB51645,#N/A,XM_006569823.1," PREDICTED: Apis mellifera regulator of G-protein signaling 11-like (LOC725485), mRNA",0.814327342,2.539767054,11.30552773,0.000772767,0.008876012,Sterile
GB40998,FBgn0033324,XM_001120286.3," PREDICTED: Apis mellifera sodium/potassium/calcium exchanger 6-like (LOC724430), transcript variant X1, mRNA",0.814819935,1.583005952,7.977199511,0.004737017,0.031461409,Sterile
GB43584,#N/A,XM_003249612.2," PREDICTED: Apis mellifera uncharacterized LOC100577682 (LOC100577682), mRNA",0.814977871,4.970512799,19.98028319,7.82E-06,0.000302547,Sterile
GB40086,#N/A,XM_006560374.1," PREDICTED: Apis mellifera putative sodium-dependent multivitamin transporter-like (LOC410454), mRNA",0.815589195,3.058884122,11.0671822,0.000878691,0.009588456,Sterile
GB47132,#N/A,XR_412481.1," PREDICTED: Apis mellifera voltage-gated potassium channel subunit beta-2-like (LOC726238), misc_RNA",0.816780495,4.335282415,10.74816251,0.001043829,0.010871848,Sterile
GB42834,FBgn0053113,XM_006561708.1," PREDICTED: Apis mellifera reticulon-4-like (LOC102656074), transcript variant X4, mRNA",0.817118665,8.440941769,12.34828206,0.000441392,0.005960188,Sterile
GB40335,#N/A,XM_006559665.1," PREDICTED: Apis mellifera neutral ceramidase (CDase), transcript variant X1, mRNA",0.817709473,6.726141782,9.177952638,0.002449479,0.02018625,Sterile
GB51002,FBgn0040395,XM_392877.5," PREDICTED: Apis mellifera Unc-76 protein (Unc-76), transcript variant X1, mRNA",0.818063738,6.511607539,17.05947952,3.62E-05,0.000928977,Sterile
GB54076,#N/A,XM_391912.4," PREDICTED: Apis mellifera alpha-tocopherol transfer protein-like (LOC408362), mRNA",0.818496373,8.120300737,9.275561643,0.002322315,0.019400711,Sterile
GB45152,FBgn0261341,XM_623720.4," PREDICTED: Apis mellifera vermiform (verm), transcript variant X1, mRNA",0.81950218,5.341138246,11.42469607,0.000724743,0.008478208,Sterile
GB53791,FBgn0053080,XM_006560140.1," PREDICTED: Apis mellifera uncharacterized LOC726210 (LOC726210), transcript variant X2, mRNA",0.819710773,8.663416944,10.79697251,0.001016662,0.01065462,Sterile
GB51530,#N/A,XM_006560488.1," PREDICTED: Apis mellifera uncharacterized LOC410091 (LOC410091), transcript variant X3, mRNA",0.819991304,3.802685376,16.50102841,4.86E-05,0.001170664,Sterile
GB48967,FBgn0260006,XM_006565327.1," PREDICTED: Apis mellifera uncharacterized LOC410736 (LOC410736), mRNA",0.820120234,6.270801123,10.60136413,0.001130043,0.011494061,Sterile
GB53511,#N/A,XR_412407.1," PREDICTED: Apis mellifera uncharacterized LOC102653681 (LOC102653681), ncRNA",0.82012297,4.35948092,8.317039197,0.003927489,0.027849798,Sterile
GB47536,#N/A,XM_001123305.2," PREDICTED: Apis mellifera sarcalumenin-like (LOC727597), mRNA",0.82039076,4.191777864,9.349374212,0.002230616,0.018812665,Sterile
GB46221,FBgn0259167,XM_625044.3," PREDICTED: Apis mellifera putative vacuolar protein sorting-associated protein YPR157W-like (LOC552668), mRNA",0.821413813,2.432853622,15.68274131,7.49E-05,0.00160543,Sterile
GB46506,#N/A,XM_006570097.1," PREDICTED: Apis mellifera WD repeat-containing protein 87-like (LOC100577730), transcript variant X1, mRNA",0.822782577,-0.421830233,9.494335082,0.002061073,0.01784883,Sterile
GB48060,#N/A,XR_411076.1," PREDICTED: Apis mellifera ecdysone receptor (Ecr), transcript variant X2, misc_RNA",0.823027627,5.665873767,14.07045277,0.000176088,0.003050985,Sterile
